listing_id,listing_name,listing_type,room_type,cover_photo_url,photos_count,host_id,host_name,cohost_ids,cohost_names,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,professional_management,min_nights,cancellation_policy,currency,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue,ttm_revenue_native,ttm_avg_rate,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar,ttm_revpar_native,ttm_adjusted_revpar,ttm_adjusted_revpar_native,ttm_reserved_days,ttm_blocked_days,ttm_available_days,ttm_total_days,l90d_revenue,l90d_revenue_native,l90d_avg_rate,l90d_avg_rate_native,l90d_occupancy,l90d_adjusted_occupancy,l90d_revpar,l90d_revpar_native,l90d_adjusted_revpar,l90d_adjusted_revpar_native,l90d_reserved_days,l90d_blocked_days,l90d_available_days,l90d_total_days
75683,Kiloranhouse Apt Prime Bedroom,Private room in home,private_room,https://a0.muscache.com/im/pictures/5499026/efcee0e9_original.jpg,13,26997,Adriel,"","",false,-1.2848,36.7924,,,1,0.0,false,"Window guards,Wifi,Kitchen,Free parking on premises,Room-darkening shades,Hot water kettle,Hot water,Body soap,Breakfast,Mini fridge,Mosquito net,Bed linens,Extra pillows and blankets,Laundromat nearby,Outdoor furniture,Hot tub,Cleaning products,Coffee maker,Refrigerator,Drying rack for clothing,Dishes and silverware,Cooking basics,Oven,Coffee,Clothing storage,Stove,Patio or balcony,Backyard,Luggage dropoff allowed,Essentials,Long term stays allowed,Lock on bedroom door,Cleaning before checkout,Hangers,Dining table,Outdoor playground,Iron,Dedicated workspace,Outdoor dining area,Freezer,Private entrance,Toaster",true,false,2,Moderate,KES,0,0,25,4.79,4.6,4.9,4.8,5.0,4.8,4.7,489.0,63142.0,48.2,6221.4,0.027,0.0,1.3,173.0,0.0,0.0,10,0,355,365,41.0,5297.0,42.7,5522.9,0.011,0.0,0.5,58.9,0.0,0.0,1,0,89,90
471581,Located In a Serene Environment,Entire cottage,entire_home,https://a0.muscache.com/im/pictures/6434524/bcd9fbe4_original.jpg,37,2280941,Bella,"","",true,-1.2268,36.8577,3,2,2,1.0,false,"TV,Wifi,Kitchen,Free parking on premises,Hot water,Body soap,Resort access,Mosquito net,Bed linens,Extra pillows and blankets,Outdoor furniture,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Washer,Backyard,Essentials,Shampoo,Hangers,Iron,Dedicated workspace",false,false,2,Moderate,KES,0,0,81,4.81,4.8,4.8,4.7,4.9,4.8,4.8,5008.0,647258.0,42.2,5454.9,0.329,0.444,13.7,1773.3,18.5,2397.3,120,95,245,365,1587.0,205050.0,41.8,5395.0,0.422,0.613,17.6,2278.3,25.6,3307.3,38,28,52,90
906958,Makena's Place Karen - Flamingo Room,Private room in cottage,private_room,https://a0.muscache.com/im/pictures/68ecc57f-d57b-4d12-bfa6-bbd1fb4107e3.jpg,29,4856316,Chichi,"","",true,-1.3240,36.7053,,,1,0.0,false,"Wifi,Kitchen,Free parking on premises,Smoking allowed,Hot water,Breakfast,Outdoor furniture,Microwave,Indoor fireplace,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Washer,Dryer,BBQ grill,Patio or balcony,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Private entrance",true,,1,Firm,KES,10,20,67,4.91,4.9,4.9,5.0,4.9,4.9,4.9,4652.0,601016.0,47.4,6123.4,0.274,0.0,12.7,1646.6,0.0,0.0,100,0,265,365,1098.0,141869.0,54.2,7004.4,0.233,0.0,12.2,1576.3,0.0,0.0,21,0,69,90
1023556,Guesthouse Near Nairobi National Park & Airport,Entire guesthouse,entire_home,https://a0.muscache.com/im/pictures/ddd8badc-1f83-4a6e-827b-ec8f5b1dcd56.jpg,20,5634522,Janet,"","",false,-1.3222,36.7852,2,1,2,2.5,false,"TV,Blender,Wifi,Kitchen,Free parking on premises,Room-darkening shades,Hot water kettle,Pets allowed,Hot water,Body soap,Mini fridge,Mosquito net,Bed linens,Extra pillows and blankets,Microwave,Cleaning products,Drying rack for clothing,Dishes and silverware,Cooking basics,Clothing storage,Stove,Wine glasses,Washer,Single level home,Luggage dropoff allowed,Essentials,Long term stays allowed,Cleaning before checkout,Hangers,Iron,Dedicated workspace,Freezer,Rice maker",false,false,1,Flexible,KES,5,0,154,4.84,4.9,4.9,4.9,4.9,4.7,4.8,215.0,27840.0,26.9,3469.8,0.03,0.0,0.6,76.3,0.0,0.0,11,0,354,365,58.0,7494.0,20.1,2591.3,0.033,0.0,0.6,83.3,0.0,0.0,3,0,87,90
1237886,Hob House,Room in bed and breakfast,hotel_room,https://a0.muscache.com/im/pictures/cbdab7e1-f840-44ed-a028-6085d21ea284.jpg?aki_policy=medium,8,6748840,,"","",false,-1.2258,36.7679,2,7,9,1.0,,"Air conditioning,Kitchen,Dryer,Heating,Wifi,Free parking on premises,Hair dryer,Cable TV,Iron,Washer,TV,Breakfast,Hangers,Essentials,Indoor fireplace,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Shampoo,Bathtub,Baby bath,High chair,Children’s books and toys,Window guards,Fireplace guards,Babysitter recommendations,Room-darkening shades,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Backyard,Luggage dropoff allowed,Long term stays allowed",,,1,Flexible,KES,0,20,57,4.79,4.8,4.8,4.9,4.6,4.7,4.8,1868.0,240825.0,122.6,15846.5,0.041,0.0,5.1,659.8,0.0,0.0,15,0,350,365,634.0,81916.0,124.6,16103.0,0.056,0.0,7.0,910.2,0.0,0.0,5,0,85,90
1803821,Makena's Place Karen - All Rooms,Private room in cottage,private_room,https://a0.muscache.com/im/pictures/786899c5-b8a6-4453-bb73-a9f0e90add80.jpg,58,4856316,Chichi,"","",true,-1.3237,36.7059,,3,3,0.0,false,"Wifi,Kitchen,Free parking on premises,Smoking allowed,Hot water,Breakfast,Outdoor furniture,Microwave,Coffee maker,Indoor fireplace,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Washer,Dryer,BBQ grill,Patio or balcony,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Private entrance",true,,1,Firm,KES,10,0,11,4.91,5.0,5.0,5.0,4.5,4.9,4.9,4627.0,597216.0,127.2,16430.1,0.099,0.115,12.7,1636.2,14.8,1914.2,36,53,329,365,127.0,16409.0,124.5,16080.1,0.011,0.012,1.4,182.3,1.6,202.6,1,9,89,90
1808465,Makena's Place Karen - K Girl & Gecko Room,Private room in cottage,private_room,https://a0.muscache.com/im/pictures/cf1c76e0-0493-4149-bb66-1faea2658c8c.jpg,15,4856316,Chichi,"","",true,-1.3233,36.7077,,2,2,0.0,false,"Wifi,Kitchen,Free parking on premises,Smoking allowed,Hot water,Breakfast,Outdoor furniture,Microwave,Coffee maker,Indoor fireplace,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Washer,Dryer,BBQ grill,Patio or balcony,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area",true,false,1,Firm,KES,5,30,78,4.97,5.0,5.0,5.0,5.0,5.0,5.0,2886.0,372948.0,32.3,4176.2,0.26,0.0,7.9,1021.8,0.0,0.0,95,0,270,365,489.0,63178.0,36.5,4714.4,0.144,0.0,5.4,702.0,0.0,0.0,13,0,77,90
2486516,Stunning guest cottage in tranquil setting,Entire guesthouse,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-2486516/original/05ea2fe5-9e30-43a6-af43-4b1273aedeff.jpeg,26,3934891,Jeremy,"","",true,-1.3734,36.7403,8,4,5,2.0,false,"TV,Window guards,Wifi,Pool,Crib,Kitchen,Board games,Free parking on premises,Pets allowed,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Coffee maker,Indoor fireplace,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Washer,Smoke alarm,BBQ grill,Shower gel,Carbon monoxide alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Barbecue utensils,Private entrance",false,false,1,Moderate,KES,20,100,136,4.98,5.0,5.0,5.0,5.0,5.0,4.9,18171.0,2349281.0,169.9,21953.4,0.315,0.0,49.8,6436.4,0.0,0.0,115,0,250,365,4673.0,603770.0,222.6,28756.5,0.222,0.0,51.9,6708.6,0.0,0.0,20,0,70,90
2498391,Cosy 2 Bedroom Guest House in Lavington Green,Entire guesthouse,entire_home,https://a0.muscache.com/im/pictures/5dbcd0fe-18af-4c93-b10d-5e02ae627a51.jpg,42,289048986,Ciru,"12788164,501477043","Stanley,Lorna",false,-1.2743,36.7746,2,2,2,1.0,false,"TV,Cable TV,Wifi,Kitchen,Free parking on premises,Hot water kettle,Hot water,Mosquito net,Bed linens,Extra pillows and blankets,Free street parking,Outdoor furniture,Microwave,Coffee maker,Indoor fireplace,Refrigerator,Drying rack for clothing,Dishes and silverware,Cooking basics,Oven,Clothing storage,Stove,Wine glasses,Washer,Single level home,BBQ grill,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Cleaning before checkout,Hangers,Dining table,Iron,Dedicated workspace,Freezer,Toaster",false,false,2,Moderate,KES,2,0,19,4.95,5.0,4.9,4.8,5.0,5.0,4.8,3168.0,409538.0,60.6,7828.3,0.142,0.168,8.7,1122.0,10.3,1325.4,52,56,313,365,1951.0,252075.0,60.0,7750.8,0.356,0.395,21.7,2800.8,24.1,3112.0,32,9,58,90
2868580,Cosy Garden Cottage / House,Entire guesthouse,entire_home,https://a0.muscache.com/im/pictures/37119989/faf28811_original.jpg,18,14663062,Jürgen,"","",true,-1.2298,36.7976,1,1,1,1.0,false,"Wifi,Kitchen,Free parking on premises,Hot water,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Washer,Smoke alarm,Carbon monoxide alarm,First aid kit,Backyard,Luggage dropoff allowed,Essentials,Long term stays allowed,Hangers,Iron,Dedicated workspace",false,false,3,Flexible,KES,17,0,43,4.91,5.0,5.0,4.9,5.0,4.9,4.9,8452.0,1091621.0,32.9,4254.5,0.71,0.751,23.2,2990.7,24.5,3164.1,259,20,106,365,2669.0,344841.0,35.0,4517.8,0.844,0.0,29.7,3831.6,0.0,0.0,76,0,14,90
3614505,"Eden on 12th floor,beautiful studio perfect for 2",Entire condo,entire_home,https://a0.muscache.com/im/pictures/airflow/Hosting-3614505/original/5f7b6e4a-6fa2-4bb2-8047-c581dec465df.jpg,47,18212400,Celia,"","",false,-1.2900,36.7786,2,1,2,1.0,false,"TV,Wifi,Kitchen,Free parking on premises,Hot water kettle,Smoking allowed,Pets allowed,Gym,Mini fridge,Elevator,Laundromat nearby,Outdoor furniture,Cleaning products,Drying rack for clothing,Coffee,Clothing storage,Wine glasses,Washer,Smoke alarm,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,Dedicated workspace,Outdoor dining area,Freezer,Private entrance,Blender,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Exercise equipment,Shower gel,Patio or balcony,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Dining table,Toaster",false,false,2,Flexible,KES,20,10,27,4.81,4.8,4.8,5.0,4.7,4.8,4.7,887.0,114473.0,34.2,4420.5,0.077,0.105,2.4,313.6,3.3,430.3,28,99,337,365,172.0,22223.0,39.2,5066.3,0.056,0.114,1.9,246.9,3.9,505.1,5,46,85,90
3669802,"Charming & Cozy 2BD penthouse, Riara Road, Nairobi",Entire condo,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-3669802/original/44d5d7b8-44ba-4cd4-81ca-a7a7d0151f93.jpeg,36,18312752,Ann,"","",false,-1.2964,36.7636,4,2,2,2.0,false,"TV,Cable TV,Wifi,Pool,Kitchen,Free parking on premises,Hot water kettle,Paid parking off premises,Books and reading material,Breakfast,Free street parking,Drying rack for clothing,Coffee,Clothing storage,Wine glasses,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Private entrance,Rice maker,Bathtub,Baby bath,Children’s dinnerware,Hot water,Body soap,Mosquito net,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Exercise equipment,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Dining table,Sun loungers,Toaster",false,false,2,Flexible,KES,8,0,55,4.71,4.7,4.9,4.7,4.8,4.9,4.7,11446.0,1478704.0,46.0,5947.9,0.704,0.834,31.4,4051.2,37.2,4801.0,257,57,108,365,953.0,123128.0,52.9,6834.8,0.211,0.576,10.6,1368.1,28.9,3731.2,19,57,71,90
3896787,Kilimani Century Gardens B602,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/49030584/850a98b4_original.jpg,24,20127918,Omollo,"","",true,-1.2977,36.7982,4,2,2,2.0,false,"TV,Cable TV,Wifi,Crib,Kitchen,Free parking on premises,Hot water,Elevator,Bed linens,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Washer,Patio or balcony,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hangers,Iron,Private entrance",true,,2,Moderate,KES,0,0,26,4.62,4.6,4.7,4.5,4.8,4.7,4.6,1349.0,174302.0,35.4,4570.2,0.121,0.0,3.7,477.5,0.0,0.0,44,0,321,365,895.0,115638.0,30.1,3884.7,0.333,0.0,9.9,1284.9,0.0,0.0,30,0,60,90
3956790,Kilimani Century Gardens B601,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/071f27b2-c5a3-4973-ac9b-9ddf409bad38.jpg,25,20127918,Omollo,"","",true,-1.2968,36.7960,4,2,2,2.0,false,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Hot water,Body soap,Elevator,Bed linens,Cleaning products,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Wine glasses,Washer,Dryer,Shower gel,Patio or balcony,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hangers,Iron,Dedicated workspace,Private entrance,Toaster",true,false,2,Moderate,KES,5,0,75,4.69,4.8,4.8,4.6,4.9,4.7,4.6,933.0,120609.0,35.8,4630.1,0.079,0.083,2.6,330.4,2.7,344.6,29,15,336,365,634.0,81915.0,30.0,3870.4,0.233,0.28,7.0,910.2,8.5,1092.2,21,15,69,90
4106780,"Serene Melrose Gardens 3 br, 3 bath Guest-wing.",Entire guesthouse,entire_home,https://a0.muscache.com/im/pictures/b6fd7a43-5feb-4315-a90b-46edd52e71fc.jpg,28,18787829,Sancho,62077708,Angelina,false,-1.2390,36.8447,5,3,3,1.0,false,"TV,Cable TV,Window guards,Wifi,Air conditioning,Kitchen,Free parking on premises,Room-darkening shades,Pets allowed,Hot water,Bed linens,Extra pillows and blankets,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Washer,Single level home,Smoke alarm,BBQ grill,Shower gel,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Cleaning before checkout,Hangers,Iron,Dedicated workspace,Barbecue utensils,Private entrance",false,false,3,Flexible,KES,20,0,5,4.8,4.2,5.0,4.4,5.0,4.4,4.6,2107.0,272080.0,60.0,7749.3,0.096,0.102,5.8,745.4,6.1,790.9,35,21,330,365,394.0,50907.0,60.6,7828.3,0.067,0.087,4.4,565.6,5.7,737.8,6,21,84,90
4336990,2 Bedrooms Executive furnished apartmt Yaya Brooks,Entire condo,entire_home,https://a0.muscache.com/im/pictures/6dddfc87-3e9e-4231-ab74-c5d03a730860.jpg,27,22518066,Emelda,"","",false,-1.2948,36.7836,4,2,2,2.5,false,"TV,Cable TV,Wifi,Pool,Crib,Kitchen,Pack ’n play/Travel crib,Free parking on premises,Smoking allowed,Pets allowed,Hot water,Gym,Resort access,Elevator,Bed linens,Outdoor furniture,Hot tub,Heating,Cooking basics,Washer,Dryer,Carbon monoxide alarm,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace",true,,1,Flexible,KES,0,0,19,4.47,4.4,4.7,4.7,4.7,4.5,4.5,626.0,80921.0,57.2,7385.2,0.03,0.0,1.7,221.7,0.0,0.0,11,0,354,365,57.0,7365.0,56.9,7346.0,0.011,0.0,0.6,81.8,0.0,0.0,1,0,89,90
4415118,GeoMara Marcus Garden 511,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/a278aad6-c62f-4de4-8ff4-800556dc1bfe.jpg,21,3528139,George,"","",false,-1.2946,36.7910,4,2,3,2.0,false,"TV,Cable TV,Children’s books and toys,Wifi,Kitchen,Free parking on premises,Children’s dinnerware,Pets allowed,Hot water,Gym,Body soap,Elevator,Bed linens,Microwave,Coffee maker,Refrigerator,Drying rack for clothing,Dishes and silverware,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,Exercise equipment,Carbon monoxide alarm,Patio or balcony,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Cleaning before checkout,Hair dryer,Iron,Dedicated workspace",true,,2,Strict,KES,30,0,23,4.7,4.7,5.0,4.9,5.0,4.8,4.7,3482.0,449503.0,55.9,7219.9,0.17,0.188,9.5,1231.5,10.6,1366.3,62,36,303,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
4591050,"Bamboo Cottage, Langata",Entire guesthouse,entire_home,https://a0.muscache.com/im/pictures/57659593/779979fe_original.jpg,16,23798865,Ruth,"","",false,-1.3740,36.7320,3,2,2,2.0,false,"Wifi,Pool,Kitchen,Free parking on premises,Hot water,Bed linens,Extra pillows and blankets,Outdoor furniture,Coffee maker,Indoor fireplace,Refrigerator,Fire pit,Dishes and silverware,Cooking basics,Oven,Stove,Washer,Patio or balcony,Backyard,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Bathtub",false,,2,Moderate,KES,0,20,38,4.84,4.8,5.0,4.9,4.9,4.7,4.7,1159.0,149820.0,89.5,11567.8,0.036,0.0,3.2,410.5,0.0,0.0,13,0,352,365,451.0,58271.0,91.2,11780.6,0.056,0.0,5.0,647.5,0.0,0.0,5,0,85,90
5010006,Home In a Serene Environment,Entire cottage,entire_home,https://a0.muscache.com/im/pictures/153d4090-030b-410e-8c5b-926c4f34f272.jpg,27,2280941,Bella,"","",true,-1.2289,36.8617,2,1,1,1.0,false,"Wifi,Kitchen,Free parking on premises,Hot water,Body soap,Resort access,Bed linens,Extra pillows and blankets,Outdoor furniture,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Clothing storage,Stove,Smoke alarm,Carbon monoxide alarm,Backyard,Essentials,Hangers,Iron,Dedicated workspace",false,false,2,Strict,KES,30,0,94,4.87,4.9,5.0,4.8,4.9,4.7,4.9,2052.0,265771.0,28.1,3628.2,0.211,0.286,5.6,728.1,7.6,988.0,77,96,288,365,0.0,0.0,32.7,4226.5,0.0,0.0,0.0,0.0,0.0,0.0,0,51,90,90
5073479,Entire 1 bdrm in Westlands proximity to Sarit Cent,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-5073479/original/c323892e-6eaf-486d-a7e3-fa5060cae000.jpeg,15,26159912,Shaz,"","",false,-1.2598,36.7987,2,1,1,1.5,false,"TV,Cable TV,Wifi,Kitchen,Essentials,Long term stays allowed,Free parking on premises,Smoking allowed,Hangers,Hot water,Iron,Refrigerator,Dishes and silverware",false,,1,Strict,KES,0,0,85,4.34,4.5,4.6,4.4,4.7,4.6,4.3,2072.0,268272.0,39.5,5108.3,0.153,0.191,5.7,735.0,7.1,915.6,56,72,309,365,315.0,40701.0,32.3,4173.4,0.111,0.0,3.5,452.2,0.0,0.0,10,0,80,90
5234165,LAVINGTON LOVELY APARTMENT,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/38a750ff-a766-4885-94c5-71ecaebe7f71.jpg,18,27026508,Sophie,"","",false,-1.2892,36.7594,6,3,3,2.0,false,"TV,Cable TV,Wifi,Kitchen,Free parking on premises,Hot water,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Washer,Smoke alarm,Backyard,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Private entrance",true,false,2,Flexible,KES,0,0,145,4.7,4.9,4.9,4.8,4.8,4.7,4.8,3610.0,466418.0,31.5,4067.9,0.315,0.366,9.9,1277.9,11.5,1485.4,115,51,250,365,1649.0,213059.0,32.8,4243.7,0.578,0.591,18.3,2367.3,18.7,2421.1,52,2,38,90
5311904,Hob House Habibi Suite,Private room in bed and breakfast,private_room,https://a0.muscache.com/im/pictures/110925191/f8ba48f5_original.jpg,7,6748840,Peter,"","",false,-1.2258,36.7678,,7,9,0.0,false,"TV,Cable TV,Wifi,Kitchen,Free parking on premises,Breakfast,Free street parking,Hot tub,Indoor fireplace,Washer,Smoke alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Bathtub,Baby bath,High chair,Children’s books and toys,Window guards,Fireplace guards,Babysitter recommendations,Room-darkening shades,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed",false,,1,Flexible,KES,0,20,4,5.0,5.0,5.0,5.0,4.8,4.8,5.0,2198.0,283644.0,144.6,18680.8,0.041,0.0,6.0,777.1,0.0,0.0,15,0,350,365,703.0,90831.0,137.9,17821.5,0.056,0.0,7.8,1009.2,0.0,0.0,5,0,85,90
5368516,3 Bed Lux Spacious Apartment to Let - Kilimani,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-5368516/original/b241ae0e-b732-4102-825f-21dc08b211ad.jpeg,38,27121410,Stephen,"","",false,-1.2894,36.7887,5,3,4,3.0,false,"TV,Cable TV,Window guards,Wifi,Pool,Kitchen,Free parking on premises,Smoking allowed,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Clothing storage,Stove,Washer,Single level home,Smoke alarm,Carbon monoxide alarm,Patio or balcony,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Iron,Dedicated workspace,Private entrance,Bathtub,Baby bath",true,,4,Flexible,KES,33,19,23,4.57,4.9,4.8,4.7,4.6,4.9,4.7,992.0,128467.0,74.4,9608.5,0.036,0.0,2.7,352.0,0.0,0.0,13,0,352,365,0.0,0.0,69.6,8992.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
5663914,Elegant studio apartment in the City Centre,Entire rental unit,entire_home,https://a0.muscache.com/im/ml/photo_enhancement/pictures/miso/Hosting-5663914/original/3ca1a8b3-5713-40a6-b029-cc0b8a5349de.jpeg,31,15531085,Wanja,"","",false,-1.2808,36.8239,2,,1,1.0,false,"TV,Cable TV,Blender,Wifi,Kitchen,Hot water kettle,Portable fans,Pets allowed,Hot water,Body soap,Mosquito net,Elevator,Bed linens,Extra pillows and blankets,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Coffee,Clothing storage,Stove,Shower gel,First aid kit,Essentials,Long term stays allowed,Shampoo,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace",,,1,Flexible,KES,5,,274,4.77,4.8,4.9,4.8,5.0,4.2,4.8,784.0,101288.0,19.6,2538.2,0.112,0.0,2.1,277.5,0.0,0.0,41,0,324,365,0.0,0.0,20.0,2588.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
6568691,Boushel Place - For best times,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NjU2ODY5MQ==/original/243bc420-cb19-494f-b7bc-00fd7f8abe98.jpeg,39,4432742,Ulo,"","",false,-1.3137,36.8354,2,1,2,1.0,false,"TV,Cable TV,Wifi,Air conditioning,Babysitter recommendations,Kitchen,Free parking on premises,Children’s dinnerware,Smoking allowed,Hot water,Gym,Bed linens,Extra pillows and blankets,Free street parking,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Smoke alarm,Carbon monoxide alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace",false,false,2,Flexible,KES,0,0,285,4.7,4.7,4.8,4.7,4.9,4.7,4.8,2401.0,310134.0,18.6,2401.7,0.37,0.0,6.6,849.7,0.0,0.0,135,0,230,365,783.0,101165.0,18.0,2322.7,0.489,0.0,8.7,1124.1,0.0,0.0,44,0,46,90
6860188,C5 Samra 1  bedroom Apt fully furnished & serviced,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/e3945b68-c79a-4cc9-a7bb-2af271764ac6.jpg,28,35945714,Samra Apartments,"261943191,581235022","Sulieman,Anthony",false,-1.2942,36.7965,2,1,1,1.0,false,"TV,Smoke alarm,Wifi,Backyard,Fire extinguisher,Crib,Kitchen,Essentials,Long term stays allowed,Free parking on premises,Hangers,Hot water,Iron,Dedicated workspace,Bed linens,Private entrance,Microwave,Refrigerator,Cooking basics,Oven",true,false,1,Moderate,KES,3,0,41,4.71,4.8,4.8,4.8,4.9,4.9,4.9,4797.0,620015.0,33.4,4311.1,0.378,0.395,13.1,1698.7,13.7,1776.5,138,16,227,365,2158.0,278823.0,40.8,5275.9,0.567,0.0,24.0,3098.0,0.0,0.0,51,0,39,90
