listing_id,listing_name,listing_type,room_type,cover_photo_url,photos_count,host_id,host_name,cohost_ids,cohost_names,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,professional_management,min_nights,cancellation_policy,currency,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue,ttm_revenue_native,ttm_avg_rate,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar,ttm_revpar_native,ttm_adjusted_revpar,ttm_adjusted_revpar_native,ttm_reserved_days,ttm_blocked_days,ttm_available_days,ttm_total_days,l90d_revenue,l90d_revenue_native,l90d_avg_rate,l90d_avg_rate_native,l90d_occupancy,l90d_adjusted_occupancy,l90d_revpar,l90d_revpar_native,l90d_adjusted_revpar,l90d_adjusted_revpar_native,l90d_reserved_days,l90d_blocked_days,l90d_available_days,l90d_total_days
19883665,1 bedroom cottage - Rosslyn Lone Tree Estate,Entire guesthouse,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTk4ODM2NjU%3D/original/08e745da-c106-4b12-9bb3-feeb3bd992e9.jpeg,29,53553166,Ireri,236053708,Nyambura,true,-1.2151,36.7888,2,3,4,2.0,false,"TV,Cable TV,Wifi,Kitchen,Free parking on premises,Hot water kettle,Portable fans,Pets allowed,Laundromat nearby,Outdoor furniture,Cleaning products,Drying rack for clothing,Coffee,Clothing storage,Wine glasses,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Private entrance,Bathtub,Window guards,Babysitter recommendations,Crib,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,BBQ grill,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Dining table,Outdoor playground,Toaster",false,false,3,Moderate,KES,0,25,23,4.83,4.8,4.9,4.8,4.7,4.8,4.7,5454.0,706121.0,63.0,8145.6,0.277,0.311,14.9,1934.6,16.8,2172.7,101,40,264,365,0.0,0.0,94.2,12176.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
20040341,Nairobi Hill Elegance- Upper Hill 2 bedrooms,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/55e1436c-a212-4669-9ed0-807839c1baa5.jpg,17,100940020,Lucie,"","",true,-1.2932,36.8106,4,2,3,2.0,false,"TV,Cable TV,Window guards,Wifi,Kitchen,Free parking on premises,Room-darkening shades,Hot water,Resort access,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Washer,EV charger,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Backyard,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron,Private entrance,Bathtub",false,false,3,Flexible,KES,0,0,133,4.97,5.0,5.0,5.0,5.0,4.9,4.9,7461.0,963678.0,53.0,6853.6,0.389,0.392,20.4,2640.2,20.6,2662.1,142,3,223,365,2183.0,282051.0,50.0,6458.7,0.5,0.0,24.3,3133.9,0.0,0.0,45,0,45,90
20066038,You always have a home here!,Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-20066038/original/55b903ad-be98-4917-810c-86abad75f3d3.jpeg,31,22436237,Beryl,212929342,Brian,false,-1.2985,36.7629,,,1,0.0,false,"TV,Wifi,Pool,Kitchen,Free parking on premises,Hot water,Elevator,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Clothing storage,Stove,Washer,Patio or balcony,Fire extinguisher,Luggage dropoff allowed,Long term stays allowed,Lock on bedroom door,Hangers,Dining table,Iron,Dedicated workspace",false,,1,Flexible,KES,5,0,12,4.58,4.4,5.0,4.7,4.5,5.0,4.7,248.0,32105.0,15.7,2029.1,0.044,0.0,0.7,88.0,0.0,0.0,16,0,349,365,0.0,0.0,15.5,2008.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
20450514,Cozy Studio Cottage Apartment with Private Garden,Entire home,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjA0NTA1MTQ=/original/c52dfe2f-231d-4bb7-88f3-901a2694a9c4.jpeg,17,145631743,Diana,"","",false,-1.2806,36.7933,2,1,1,1.0,false,"TV,Cable TV,Wifi,Kitchen,Free parking on premises,Smoking allowed,Hot water,Mosquito net,Bed linens,Extra pillows and blankets,Ethernet connection,Outdoor furniture,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Coffee,Stove,Single level home,Backyard,Luggage dropoff allowed,Essentials,Long term stays allowed,Safe,Lock on bedroom door,Cleaning before checkout,Hangers,Iron,Dedicated workspace,Private entrance",true,false,3,Moderate,KES,0,0,57,4.91,5.0,5.0,5.0,5.0,4.9,4.9,2946.0,380887.0,31.7,4092.3,0.268,0.43,8.1,1043.5,12.9,1670.6,98,137,267,365,1552.0,200516.0,27.5,3548.7,0.633,0.679,17.2,2228.0,18.5,2387.1,57,6,33,90
20617766,Serene 1-BR Cottage Apartment with private yard,Entire home,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjA2MTc3NjY%3D/original/27ec9f83-b49b-4f3c-835e-621b8570d62c.jpeg,23,145631743,Diana,"","",false,-1.2806,36.7932,2,1,1,1.0,false,"TV,Cable TV,Wifi,Kitchen,Free parking on premises,Hot water kettle,Smoking allowed,Hot water,Mosquito net,Bed linens,Extra pillows and blankets,Ethernet connection,Laundromat nearby,Outdoor furniture,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Coffee,Clothing storage,Stove,Single level home,Patio or balcony,Backyard,Luggage dropoff allowed,Essentials,Long term stays allowed,Safe,Lock on bedroom door,Cleaning before checkout,Hangers,Dining table,Iron,Dedicated workspace,Freezer,Private entrance,Toaster",true,false,3,Moderate,KES,0,0,33,4.7,4.9,4.8,4.8,4.9,4.9,4.8,604.0,78025.0,25.0,3235.2,0.066,0.087,1.7,213.8,2.2,282.7,24,89,341,365,77.0,9948.0,25.0,3227.1,0.033,0.12,0.9,110.5,3.1,397.9,3,65,87,90
20735902,The Crescent Apartments;  3 Bed Immaculate Condo,Entire condo,entire_home,https://a0.muscache.com/im/pictures/a881460e-4132-4c31-935a-15902a2ac874.jpg,85,138327284,Julz,"","",false,-1.2795,36.7812,6,3,4,2.0,false,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Board games,Free parking on premises,Hot water kettle,Books and reading material,Portable fans,Pets allowed,Gym,Breakfast,Conditioner,Elevator,Free street parking,Laundromat nearby,Outdoor furniture,Cleaning products,Drying rack for clothing,Heating,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Bidet,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Private entrance,Sound system,Rice maker,High chair,Children’s books and toys,Blender,Window guards,Crib,Room-darkening shades,Children’s dinnerware,Game console,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Sauna,Stove,Single level home,Exercise equipment,Shower gel,Patio or balcony,Luggage dropoff allowed,Long term stays allowed,Safe,Cleaning before checkout,Baking sheet,Arcade games,Toaster",false,,1,Moderate,KES,30,0,216,4.96,5.0,4.9,5.0,5.0,4.9,4.9,12310.0,1592599.0,115.6,14939.0,0.29,0.291,33.7,4363.3,33.8,4375.3,106,1,259,365,2484.0,320939.0,128.0,16532.3,0.211,0.213,27.6,3566.0,27.9,3606.1,19,1,71,90
20783946,"Modern, Stylish Apartment with Netflix",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-20783946/original/e52b5da3-3160-4a1b-b6c0-126b8d237697.jpeg,82,148759693,Mercy Phillips,"","",false,-1.2805,36.8276,2,1,1,1.0,false,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Hot water kettle,Paid parking off premises,Books and reading material,Portable fans,Smoking allowed,Resort access,Mini fridge,Elevator,Free street parking,Laundromat nearby,Outdoor furniture,Cleaning products,Drying rack for clothing,Heating,Paid parking on premises,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Private entrance,Outlet covers,Baby safety gates,Blender,Window guards,Babysitter recommendations,Room-darkening shades,Children’s dinnerware,Hot water,Body soap,Mosquito net,Bed linens,Extra pillows and blankets,Ethernet connection,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Patio or balcony,Luggage dropoff allowed,Long term stays allowed,Dining table,Baking sheet,Toaster",true,,1,Strict,KES,5,0,132,4.87,4.9,4.9,5.0,5.0,4.4,4.9,239.0,30953.0,18.4,2379.6,0.036,0.038,0.7,84.8,0.7,90.0,13,21,352,365,0.0,0.0,19.2,2480.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
20891313,Charming & serene home in the tree tops.,Entire condo,entire_home,https://a0.muscache.com/im/pictures/c3c239b7-2a01-4cdd-adb7-5588edaea1ad.jpg,28,96198175,Zippy,"","",false,-1.2763,36.8082,2,1,1,1.0,false,"TV,Cable TV,Wifi,Pool,Kitchen,Free parking on premises,Hot water kettle,Portable fans,Hot water,Gym,Body soap,Mosquito net,Elevator,Bed linens,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Clothing storage,Stove,Wine glasses,Washer,Patio or balcony,Essentials,Long term stays allowed,Cleaning before checkout,Hangers,Dining table,Iron,Dedicated workspace,Toaster",false,false,3,Moderate,KES,10,0,115,4.91,4.9,4.9,4.9,5.0,4.9,4.8,19388.0,2505257.0,58.8,7592.7,0.904,0.0,53.1,6863.7,0.0,0.0,330,0,35,365,5536.0,715270.0,70.2,9070.1,0.878,0.0,61.5,7947.4,0.0,0.0,79,0,11,90
20911493,"Ramis Suite Deluxe, Kileleshwa",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/ec45426a-b0db-409f-a0d2-d250cd6dd9cd.jpg,14,65017726,John,"","",false,-1.2744,36.7950,4,3,3,2.0,false,"High chair,TV,Wifi,Pool,Kitchen,Pack ’n play/Travel crib,Free parking on premises,Children’s dinnerware,Hot water,Free street parking,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Carbon monoxide alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace",true,false,1,Strict,KES,0,0,100,4.87,4.9,5.0,4.8,5.0,4.9,4.9,2987.0,385943.0,72.8,9401.8,0.107,0.14,8.2,1057.4,10.7,1388.3,39,87,326,365,0.0,0.0,66.1,8538.9,0.0,0.0,0.0,0.0,0.0,0.0,0,59,90,90
20969232,Great experience homestay with serene surroundings,Private room in home,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-20969232/original/c74e2823-2ce3-41c5-91bc-9385008876fd.jpeg,28,137590883,Joseph,304626441,Leah,true,-1.2192,36.8746,,7,19,0.0,false,"TV,Wifi,Kitchen,Free parking on premises,Hot water,Bed linens,Extra pillows and blankets,Outdoor furniture,Microwave,Indoor fireplace,Refrigerator,Fire pit,Dishes and silverware,Heating,Cooking basics,Oven,Clothing storage,Stove,Smoke alarm,BBQ grill,Carbon monoxide alarm,Patio or balcony,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Outdoor playground,Outdoor dining area",false,false,1,Flexible,KES,20,0,53,4.85,4.9,4.9,4.9,4.8,4.9,4.8,2902.0,374906.0,43.3,5596.4,0.181,0.0,8.0,1027.1,0.0,0.0,66,0,299,365,253.0,32689.0,47.5,6142.9,0.056,0.0,2.8,363.2,0.0,0.0,5,0,85,90
20987055,An Irish Welcome in Karen - River Cottage One,Entire chalet,entire_home,https://a0.muscache.com/im/pictures/6a14c323-73e1-4098-a07c-36ea0ac8db31.jpg,21,42499663,Alastair And Nekoye,"","",false,-1.3149,36.6826,7,2,4,3.0,false,"High chair,TV,Wifi,Crib,Kitchen,Free parking on premises,Hot water,Extra pillows and blankets,Free street parking,Outdoor furniture,Microwave,Coffee maker,Indoor fireplace,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Washer,Single level home,Smoke alarm,BBQ grill,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Private entrance",true,false,1,Moderate,KES,0,14,120,4.76,4.9,4.9,4.8,4.9,4.8,4.8,6558.0,846358.0,67.6,8737.7,0.271,0.301,18.0,2318.8,19.9,2572.5,99,36,266,365,667.0,86179.0,73.7,9528.0,0.1,0.167,7.4,957.5,12.4,1595.9,9,36,81,90
21003330,Maison Mitwaba-room 2,Private room in bed and breakfast,private_room,https://a0.muscache.com/im/pictures/b9c334e9-861b-4889-8f7d-309da3b1b8e9.jpg,24,100863287,Henk,"","",false,-1.3276,36.7325,,,1,0.0,false,"TV,Wifi,Kitchen,Free parking on premises,Hot water kettle,Hot water,Bed linens,Extra pillows and blankets,Outdoor furniture,Microwave,Coffee maker,Indoor fireplace,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Wine glasses,Washer,Smoke alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Toaster",true,false,3,Flexible,KES,15,9,21,4.86,5.0,5.0,4.8,5.0,4.9,5.0,2188.0,282397.0,63.6,8213.1,0.099,0.0,6.0,773.7,0.0,0.0,36,0,329,365,267.0,34497.0,67.3,8692.5,0.044,0.0,3.0,383.3,0.0,0.0,4,0,86,90
21006026,"Huge mini apartment, Maison Mitwaba-Room 4",Private room in bed and breakfast,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-21006026/original/271e4b81-1603-4bde-af37-27102cb6c27c.jpeg,38,100863287,Henk,"","",false,-1.3273,36.7331,,,2,0.0,false,"TV,Wifi,Kitchen,Free parking on premises,Hot water kettle,Hot water,Body soap,Outdoor furniture,Hot tub,Microwave,Coffee maker,Indoor fireplace,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Wine glasses,Washer,Dryer,Smoke alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Toaster,Bathtub",false,,3,Flexible,KES,15,9,17,4.94,4.9,4.9,4.9,5.0,4.9,4.9,2013.0,260050.0,69.6,8997.3,0.079,0.116,5.5,712.5,8.0,1036.1,29,114,336,365,0.0,0.0,67.7,8752.9,0.0,0.0,0.0,0.0,0.0,0.0,0,30,90,90
21011237,"Luxury 3 Bed Apartment - Kilimani, Nairobi",Entire condo,entire_home,https://a0.muscache.com/im/pictures/02322263-9f6a-4f1f-bbd5-74d336badafe.jpg,32,113951502,Michael,"","",false,-1.2872,36.7902,6,3,3,3.0,false,"TV,Cable TV,Wifi,Pool,Kitchen,Free parking on premises,Hot water kettle,Elevator,Free street parking,Laundromat nearby,Outdoor furniture,Hot tub,Drying rack for clothing,Paid parking on premises,Coffee,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Private entrance,Sound system,Bathtub,Blender,Movie theater,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Shower gel,Patio or balcony,Backyard,Long term stays allowed,Safe,Dining table,Toaster",false,,7,Strict,KES,0,0,33,4.58,4.6,4.7,4.7,4.6,4.8,4.6,2677.0,345903.0,56.2,7258.0,0.121,0.136,7.3,947.7,8.3,1067.6,44,41,321,365,2100.0,271328.0,62.1,8026.4,0.367,0.673,23.3,3014.8,42.9,5537.3,33,41,57,90
21016548,"Private garden veranda, Maison Mitwaba-Room 5",Private room in bed and breakfast,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-21016548/original/980aee28-51f4-431f-b9c8-f93d6a301daf.jpeg,38,100863287,Henk,"","",false,-1.3274,36.7331,,,2,0.0,false,"TV,Wifi,Kitchen,Free parking on premises,Hot water,Breakfast,Microwave,Coffee maker,Indoor fireplace,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Washer,Smoke alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace",false,,2,Flexible,KES,15,8,5,4.8,4.6,4.8,5.0,4.8,4.8,4.8,876.0,113202.0,60.3,7788.1,0.041,0.05,2.4,310.1,2.9,378.6,15,66,350,365,352.0,45480.0,57.7,7452.3,0.067,0.0,3.9,505.3,0.0,0.0,6,0,84,90
21059385,Affordable furnished apartment in the City,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-21059385/original/4f3ba99a-6c8d-45cf-b2a6-d25b4b853ba6.jpeg,33,150369454,Hussein,"","",false,-1.2796,36.8249,2,1,1,1.0,false,"TV,Cable TV,Wifi,Kitchen,Hot water kettle,Portable fans,Smoking allowed,Hot water,Body soap,Elevator,Bed linens,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Paid parking on premises,Clothing storage,Stove,Fire extinguisher,Essentials,Long term stays allowed,Cleaning before checkout,Hangers,Iron,Dedicated workspace,Toaster",true,false,1,Moderate,KES,0,0,72,4.75,4.7,4.8,4.9,4.9,4.5,4.8,1058.0,136810.0,16.2,2098.0,0.175,0.0,2.9,374.8,0.0,0.0,64,0,301,365,154.0,19895.0,17.5,2263.9,0.1,0.0,1.7,221.1,0.0,0.0,9,0,81,90
21130967,An Irish Welcome in Karen - River Cottage Two,Entire chalet,entire_home,https://a0.muscache.com/im/pictures/airflow/Hosting-21130967/original/a6225378-8430-4e3b-b1bf-b1be495b6a69.jpg,38,42499663,Alastair And Nekoye,"","",true,-1.3164,36.6825,6,2,3,3.0,false,"High chair,TV,Wifi,Fireplace guards,Crib,Kitchen,Free parking on premises,Pets allowed,Hot water,Resort access,Extra pillows and blankets,Outdoor furniture,Microwave,Coffee maker,Indoor fireplace,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Single level home,Smoke alarm,BBQ grill,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Private entrance",,,1,Moderate,KES,11,0,64,4.88,4.9,4.9,4.8,5.0,4.9,4.9,5813.0,750188.0,57.6,7445.6,0.296,0.491,15.9,2055.3,26.4,3409.9,108,145,257,365,0.0,0.0,64.4,8322.1,0.0,0.0,0.0,0.0,0.0,0.0,0,54,90,90
21444189,"Cottage Apartment, 1 BR,  with Private Garden",Entire home,entire_home,https://a0.muscache.com/im/pictures/f26bc0cb-d425-4d3d-9533-09c65fa9fcda.jpg,14,145631743,Diana,"","",false,-1.2812,36.7937,2,1,,1.0,false,"Stove,TV,Wifi,Patio or balcony,Backyard,Kitchen,Essentials,Free parking on premises,Lock on bedroom door,Smoking allowed,Hangers,Hot water,Iron,Dedicated workspace,Private entrance,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven",true,,3,Moderate,KES,0,0,9,4.89,4.7,4.9,5.0,4.6,5.0,4.8,599.0,77542.0,33.1,4282.8,0.049,0.066,1.6,212.4,2.2,285.1,18,93,347,365,0.0,0.0,33.1,4271.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,90,90
21520917,Brookview Serviced Apartments Kilimani - 2 Bedroom,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/51a4a46b-bdec-4235-8fd0-5456f5786660.jpg,11,76164129,Sophie Or Ben,"","",false,-1.2911,36.7790,3,2,2,1.0,false,"TV,Wifi,Pool,Kitchen,Free parking on premises,Hot water,Outdoor furniture,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Washer,Dryer,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Iron,Dedicated workspace",false,,1,Flexible,KES,0,0,9,4.67,4.9,4.9,4.7,4.7,4.8,4.8,1851.0,238907.0,39.0,5033.2,0.132,0.139,5.1,654.5,5.4,692.5,48,20,317,365,240.0,31008.0,40.4,5221.2,0.067,0.0,2.7,344.5,0.0,0.0,6,0,84,90
22369002,Beautiful cozy 1-bed in a lush green suburb,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/dfcaecce-9baa-412a-93b2-5f794e6c2c4f.jpg,22,163565563,Kun,164467628,Riccardo,false,-1.2111,36.8401,2,1,1,1.0,false,"TV,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Kitchen,Essentials,Free parking on premises,Lock on bedroom door,Hangers,Hot water,Resort access,Elevator,Bed linens,Refrigerator,Dishes and silverware",true,false,1,Moderate,KES,0,0,53,4.74,4.9,4.8,4.8,4.8,4.7,4.7,1101.0,142411.0,40.8,5277.6,0.071,0.0,3.0,390.2,0.0,0.0,26,0,339,365,192.0,24808.0,38.6,4990.3,0.056,0.0,2.1,275.6,0.0,0.0,5,0,85,90
22563987,Modern 2-bed/2.5bath duplex apt at Garden City,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/f5efd422-d0de-4cfb-91c4-3b18ff7881f0.jpg,20,123748778,Paul,"","",false,-1.2315,36.8801,4,2,3,2.5,false,"TV,Cable TV,Wifi,Pool,Kitchen,Free parking on premises,Hot water kettle,Hot water,Gym,Elevator,Bed linens,Extra pillows and blankets,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Wine glasses,Washer,Dryer,Smoke alarm,Patio or balcony,Backyard,Fire extinguisher,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Dining table,Outdoor playground,Iron,Dedicated workspace,Freezer,Private entrance,Bathtub",false,,2,Flexible,KES,75,0,2,,,,,,,,7956.0,1028052.0,89.7,11584.0,0.241,0.0,21.8,2816.6,0.0,0.0,88,0,277,365,86.0,11112.0,85.8,11090.1,0.011,0.0,1.0,123.5,0.0,0.0,1,0,89,90
22710436,Cosy Cottage with Garden in Karen,Entire cottage,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-22710436/original/0c662f3f-2ecd-4372-9e82-87fab8205d94.jpeg,22,167509468,Grace,185812560,Winnie,true,-1.3137,36.6694,4,3,2,1.5,false,"TV,Wifi,Kitchen,Free parking on premises,Hot water kettle,Books and reading material,Conditioner,Outdoor furniture,Cleaning products,Drying rack for clothing,Coffee,Clothing storage,Wine glasses,Washer,Smoke alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Iron,Dedicated workspace,Private entrance,Outlet covers,High chair,Blender,Window guards,Crib,Children’s dinnerware,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Cleaning before checkout,Dining table,Toaster",true,false,2,Flexible,KES,0,0,32,5.0,5.0,5.0,5.0,5.0,4.7,5.0,6587.0,850945.0,53.5,6915.1,0.342,0.387,18.0,2331.4,20.4,2634.5,125,42,240,365,1738.0,224554.0,57.1,7378.9,0.344,0.646,19.3,2495.0,36.2,4678.2,31,42,59,90
22872353,Secure and quiet 2 bedroom Bungalow in BuruBuru.,Entire bungalow,entire_home,https://a0.muscache.com/im/pictures/d6b99d5e-a198-454e-a4e9-554b288b3d91.jpg,33,169233321,Eunice,"","",true,-1.2840,36.8715,3,2,2,1.5,false,"TV,Wifi,Kitchen,Free parking on premises,Hot water kettle,Books and reading material,Portable fans,Smoking allowed,Hot water,Body soap,Mosquito net,Bed linens,Free street parking,Outdoor furniture,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Clothing storage,Stove,Single level home,Shower gel,Backyard,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Iron,Dedicated workspace,Private entrance,Toaster",false,false,2,Flexible,KES,10,0,47,4.85,4.9,4.9,5.0,4.9,4.8,4.9,4340.0,560526.0,34.2,4422.4,0.367,0.394,11.9,1535.7,12.8,1648.6,134,25,231,365,1202.0,155308.0,38.8,5011.8,0.344,0.0,13.4,1725.6,0.0,0.0,31,0,59,90
22973277,Comfortable new 3 bedroom apartment in Kilimani,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/b0dd2149-80a4-4223-9454-75f2c7583e8a.jpg,29,106575903,Robert,"","",true,-1.2882,36.7885,7,3,4,2.5,false,"High chair,TV,Wifi,Pool,Crib,Kitchen,Free parking on premises,Children’s dinnerware,Hot water,Gym,Resort access,Elevator,Free street parking,Outdoor furniture,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Washer,Smoke alarm,Exercise equipment,Patio or balcony,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron",true,false,2,Moderate,KES,0,0,84,4.87,4.9,4.8,4.9,4.8,4.9,4.9,5541.0,715782.0,44.9,5797.4,0.321,0.398,15.2,1961.0,18.8,2434.6,117,71,248,365,2884.0,372625.0,50.1,6468.8,0.611,0.0,32.0,4140.3,0.0,0.0,55,0,35,90
23573474,"2 Bedroom Fully Furnished Apartment, Kilimani",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/99e1aea8-5881-4053-bfb0-ea97c1925ccf.jpg,24,176183216,Wycliffe,185119177,Judy,false,-1.2980,36.7968,4,2,2,2.0,false,"TV,Cable TV,Wifi,Kitchen,Free parking on premises,Portable fans,Hot water,Body soap,Mosquito net,Elevator,Bed linens,Extra pillows and blankets,Microwave,Cleaning products,Coffee maker,Refrigerator,Drying rack for clothing,Dishes and silverware,Heating,Cooking basics,Oven,Clothing storage,Stove,Wine glasses,Washer,Patio or balcony,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Dining table,Iron,Sound system,Toaster",false,false,2,Flexible,KES,5,0,61,4.89,4.9,4.9,4.8,5.0,4.9,4.9,4043.0,522578.0,46.9,6059.9,0.236,0.242,11.1,1431.7,11.4,1472.1,86,10,279,365,1188.0,153492.0,49.3,6368.3,0.278,0.0,13.2,1705.5,0.0,0.0,25,0,65,90
